geometry,weight,road_type
"{""type"": ""LineString"", ""coordinates"": [[121.4435526, 25.1701542], [121.4431302, 25.1699515]]}",48.13631849753544,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4431302, 25.1699515], [121.4427815, 25.1699211]]}",35.31099842225418,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4431302, 25.1699515], [121.4431625, 25.1697599]]}",21.471275810016103,service
"{""type"": ""LineString"", ""coordinates"": [[121.4427815, 25.1699211], [121.4423966, 25.1699369]]}",38.838602889473385,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4423966, 25.1699369], [121.4422115, 25.1699466]]}",18.689579372254006,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4423966, 25.1699369], [121.4423885, 25.1695861]]}",38.86566308712194,living_street
"{""type"": ""LineString"", ""coordinates"": [[121.4423966, 25.1699369], [121.4424012, 25.1700722]]}",14.99395568647919,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4422115, 25.1699466], [121.4417917, 25.1699794]]}",42.4728455714636,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4422115, 25.1699466], [121.4421682, 25.1705677]]}",68.93574482530758,service
"{""type"": ""LineString"", ""coordinates"": [[121.4417917, 25.1699794], [121.4417475, 25.1699976]]}",4.890354438889826,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4417475, 25.1699976], [121.4417153, 25.1702076]]}",23.486454587737754,living_street
"{""type"": ""LineString"", ""coordinates"": [[121.4417475, 25.1699976], [121.4416882, 25.169586]]}",45.98192056588358,living_street
"{""type"": ""LineString"", ""coordinates"": [[121.4417475, 25.1699976], [121.4414162, 25.1702185]]}",41.40049139609305,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4412627, 25.1712799], [121.441254, 25.1711032]]}",19.59217853201251,living_street
"{""type"": ""LineString"", ""coordinates"": [[121.4412627, 25.1712799], [121.44124, 25.1712997]]}",3.1695369346273385,primary
"{""type"": ""LineString"", ""coordinates"": [[121.4412627, 25.1712799], [121.4417379, 25.1708653]]}",66.35920374504138,primary
"{""type"": ""LineString"", ""coordinates"": [[121.441254, 25.1711032], [121.4412888, 25.1710043]]}",11.502804708596262,living_street
"{""type"": ""LineString"", ""coordinates"": [[121.4412888, 25.1710043], [121.4413907, 25.1708004]]}",24.81148172938556,living_street
"{""type"": ""LineString"", ""coordinates"": [[121.4413907, 25.1708004], [121.4414612, 25.1706741]]}",15.691405229383545,living_street
"{""type"": ""LineString"", ""coordinates"": [[121.4414612, 25.1706741], [121.4416176, 25.1704484]]}",29.556022680253186,living_street
"{""type"": ""LineString"", ""coordinates"": [[121.4414612, 25.1706741], [121.4415605, 25.1707211]]}",11.282594876557111,service
"{""type"": ""LineString"", ""coordinates"": [[121.4416176, 25.1704484], [121.4417153, 25.1702076]]}",28.432817943285297,living_street
"{""type"": ""LineString"", ""coordinates"": [[121.4416176, 25.1704484], [121.4414162, 25.1702185]]}",32.56751018825696,living_street
"{""type"": ""LineString"", ""coordinates"": [[121.4400046, 25.1700244], [121.4402178, 25.1704226]]}",49.06461964770502,steps
"{""type"": ""LineString"", ""coordinates"": [[121.4400046, 25.1700244], [121.4399447, 25.1700537]]}",6.8550571352376295,living_street
"{""type"": ""LineString"", ""coordinates"": [[121.4400046, 25.1700244], [121.4402849, 25.1698852]]}",32.18835978781135,living_street
"{""type"": ""LineString"", ""coordinates"": [[121.4402178, 25.1704226], [121.4402518, 25.1705129]]}",10.57315594212542,steps
"{""type"": ""LineString"", ""coordinates"": [[121.4402518, 25.1705129], [121.4402467, 25.1706111]]}",10.88946607601764,steps
"{""type"": ""LineString"", ""coordinates"": [[121.4402467, 25.1706111], [121.4402317, 25.1706347]]}",3.019899521520757,steps
"{""type"": ""LineString"", ""coordinates"": [[121.4402467, 25.1706111], [121.4403248, 25.1705296]]}",11.978113896017325,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4402317, 25.1706347], [121.4401797, 25.1706996]]}",8.896872949040146,steps
"{""type"": ""LineString"", ""coordinates"": [[121.4402317, 25.1706347], [121.4400037, 25.1706416]]}",22.99569489600361,steps
"{""type"": ""LineString"", ""coordinates"": [[121.4401797, 25.1706996], [121.4401186, 25.170782]]}",11.010883541560155,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4401797, 25.1706996], [121.4404502, 25.1709754]]}",40.948352429253646,path
"{""type"": ""LineString"", ""coordinates"": [[121.437826, 25.1708875], [121.4386388, 25.1712848]]}",93.00289494403852,residential
"{""type"": ""LineString"", ""coordinates"": [[121.437826, 25.1708875], [121.4384577, 25.1704918]]}",77.30374045371697,cycleway
"{""type"": ""LineString"", ""coordinates"": [[121.437826, 25.1708875], [121.4376335, 25.1710073]]}",23.507922510316934,cycleway
"{""type"": ""LineString"", ""coordinates"": [[121.4386388, 25.1712848], [121.4385188, 25.1713463]]}",13.882534493802128,living_street
"{""type"": ""LineString"", ""coordinates"": [[121.4386388, 25.1712848], [121.4387728, 25.1711937]]}",16.860539157008077,living_street
"{""type"": ""LineString"", ""coordinates"": [[121.4391627, 25.1698868], [121.4392167, 25.1698749]]}",5.600693569620946,cycleway
"{""type"": ""LineString"", ""coordinates"": [[121.4391627, 25.1698868], [121.4391037, 25.1697688]]}",14.360002191732226,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4391627, 25.1698868], [121.439096, 25.1699016]]}",6.920542264051908,cycleway
"{""type"": ""LineString"", ""coordinates"": [[121.4391627, 25.1698868], [121.4390236, 25.17001]]}",19.56618130002506,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4392167, 25.1698749], [121.439327, 25.1698369]]}",11.888653540204025,cycleway
"{""type"": ""LineString"", ""coordinates"": [[121.4392167, 25.1698749], [121.4391642, 25.1697455]]}",15.27904487424829,footway
"{""type"": ""LineString"", ""coordinates"": [[121.439327, 25.1698369], [121.4394748, 25.1697859]]}",15.933751997584276,cycleway
"{""type"": ""LineString"", ""coordinates"": [[121.4394748, 25.1697859], [121.439635, 25.1697198]]}",17.7309756593543,cycleway
"{""type"": ""LineString"", ""coordinates"": [[121.4394748, 25.1697859], [121.4394902, 25.1698143]]}",3.5079635126468958,footway
"{""type"": ""LineString"", ""coordinates"": [[121.439635, 25.1697198], [121.4397434, 25.1696751]]}",11.996516089268827,cycleway
"{""type"": ""LineString"", ""coordinates"": [[121.439635, 25.1697198], [121.4396924, 25.1698249]]}",13.000240486672345,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4397434, 25.1696751], [121.439778, 25.1696608]]}",3.830624546175113,cycleway
"{""type"": ""LineString"", ""coordinates"": [[121.4397434, 25.1696751], [121.4398115, 25.1698034]]}",15.782533546552015,footway
"{""type"": ""LineString"", ""coordinates"": [[121.439778, 25.1696608], [121.4397929, 25.1696599]]}",1.5052752346648022,cycleway
"{""type"": ""LineString"", ""coordinates"": [[121.4397929, 25.1696599], [121.440097, 25.1695395]]}",33.429716778487716,cycleway
"{""type"": ""LineString"", ""coordinates"": [[121.440097, 25.1695395], [121.4406107, 25.1693228]]}",57.07550135845772,cycleway
"{""type"": ""LineString"", ""coordinates"": [[121.4406107, 25.1693228], [121.4407586, 25.1692677]]}",16.10975311204987,cycleway
"{""type"": ""LineString"", ""coordinates"": [[121.4406107, 25.1693228], [121.4407543, 25.1696801]]}",42.14119946628389,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4407586, 25.1692677], [121.440954, 25.1692118]]}",20.64735351577623,cycleway
"{""type"": ""LineString"", ""coordinates"": [[121.440954, 25.1692118], [121.4412379, 25.1691437]]}",29.595636672731644,cycleway
"{""type"": ""LineString"", ""coordinates"": [[121.4412379, 25.1691437], [121.4419127, 25.1690295]]}",69.18863476644837,pedestrian
"{""type"": ""LineString"", ""coordinates"": [[121.4412379, 25.1691437], [121.4413264, 25.1694089]]}",30.700192334946266,service
"{""type"": ""LineString"", ""coordinates"": [[121.4412379, 25.1691437], [121.4412066, 25.1690623]]}",9.552548063497236,cycleway
"{""type"": ""LineString"", ""coordinates"": [[121.4419127, 25.1690295], [121.4419057, 25.1689944]]}",3.951437429417259,pedestrian
"{""type"": ""LineString"", ""coordinates"": [[121.4419127, 25.1690295], [121.4419889, 25.1694095]]}",42.78661150705304,pedestrian
"{""type"": ""LineString"", ""coordinates"": [[121.4419057, 25.1689944], [121.4422605, 25.168898]]}",37.325223190955455,pedestrian
"{""type"": ""LineString"", ""coordinates"": [[121.4422605, 25.168898], [121.44241, 25.1688354]]}",16.58890527627915,pedestrian
"{""type"": ""LineString"", ""coordinates"": [[121.4422605, 25.168898], [121.4421402, 25.1687189]]}",23.251213786000793,footway
"{""type"": ""LineString"", ""coordinates"": [[121.44241, 25.1688354], [121.4425749, 25.1687498]]}",19.136685847415748,pedestrian
"{""type"": ""LineString"", ""coordinates"": [[121.4425749, 25.1687498], [121.4430069, 25.1684697]]}",53.46946757698292,pedestrian
"{""type"": ""LineString"", ""coordinates"": [[121.4430069, 25.1684697], [121.4432349, 25.1683219]]}",28.218066442596424,pedestrian
"{""type"": ""LineString"", ""coordinates"": [[121.4430069, 25.1684697], [121.4429408, 25.1683924]]}",10.849457906855532,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4432349, 25.1683219], [121.443385, 25.1682133]]}",19.32987830789015,pedestrian
"{""type"": ""LineString"", ""coordinates"": [[121.4432349, 25.1683219], [121.4435246, 25.168669]]}",48.280510107507965,footway
"{""type"": ""LineString"", ""coordinates"": [[121.443385, 25.1682133], [121.4438194, 25.1678807]]}",57.22583461120038,pedestrian
"{""type"": ""LineString"", ""coordinates"": [[121.4438194, 25.1678807], [121.4437553, 25.1678325]]}",8.38193489528344,cycleway
"{""type"": ""LineString"", ""coordinates"": [[121.4438194, 25.1678807], [121.4438559, 25.1678552]]}",4.638530916195691,cycleway
"{""type"": ""LineString"", ""coordinates"": [[121.4354168, 25.1735115], [121.4353074, 25.1735561]]}",12.083552567771296,primary
"{""type"": ""LineString"", ""coordinates"": [[121.4354168, 25.1735115], [121.4354669, 25.173539]]}",5.89763304534262,unclassified
"{""type"": ""LineString"", ""coordinates"": [[121.4354168, 25.1735115], [121.4356135, 25.1734572]]}",20.719598390417772,primary
"{""type"": ""LineString"", ""coordinates"": [[121.4354168, 25.1735115], [121.4353605, 25.1734308]]}",10.58820735939301,unclassified
"{""type"": ""LineString"", ""coordinates"": [[121.4353074, 25.1735561], [121.435134, 25.1736539]]}",20.563571129519094,primary
"{""type"": ""LineString"", ""coordinates"": [[121.435134, 25.1736539], [121.4339233, 25.1743074]]}",141.8912059539319,primary
"{""type"": ""LineString"", ""coordinates"": [[121.4339233, 25.1743074], [121.433715, 25.1744044]]}",23.58593541207073,primary
"{""type"": ""LineString"", ""coordinates"": [[121.433715, 25.1744044], [121.4335836, 25.1744457]]}",14.01280866095701,primary
"{""type"": ""LineString"", ""coordinates"": [[121.4335836, 25.1744457], [121.4331719, 25.1745567]]}",43.282152242483306,primary
"{""type"": ""LineString"", ""coordinates"": [[121.4335836, 25.1744457], [121.4336044, 25.1745508]]}",11.82890644283695,unclassified
"{""type"": ""LineString"", ""coordinates"": [[121.4335836, 25.1744457], [121.4335565, 25.1743753]]}",8.262612745788621,unclassified
"{""type"": ""LineString"", ""coordinates"": [[121.4331719, 25.1745567], [121.4324571, 25.1747448]]}",75.00329890531562,primary
"{""type"": ""LineString"", ""coordinates"": [[121.4324571, 25.1747448], [121.4321134, 25.1748143]]}",35.489655958256456,primary
"{""type"": ""LineString"", ""coordinates"": [[121.4324571, 25.1747448], [121.4324678, 25.1748419]]}",10.809420078353876,unclassified
"{""type"": ""LineString"", ""coordinates"": [[121.4321134, 25.1748143], [121.4317607, 25.1748956]]}",36.674626789661254,primary
"{""type"": ""LineString"", ""coordinates"": [[121.4317607, 25.1748956], [121.4315605, 25.1749499]]}",21.057220847460208,primary
"{""type"": ""LineString"", ""coordinates"": [[121.4315605, 25.1749499], [121.4312769, 25.1750846]]}",32.24604727432918,primary
"{""type"": ""LineString"", ""coordinates"": [[121.4312769, 25.1750846], [121.4309675, 25.1752477]]}",36.041941007419354,primary
"{""type"": ""LineString"", ""coordinates"": [[121.4309675, 25.1752477], [121.4309188, 25.1752764]]}",5.848365893818716,primary
"{""type"": ""LineString"", ""coordinates"": [[121.4309188, 25.1752764], [121.4306399, 25.1753663]]}",29.824267764086265,primary
"{""type"": ""LineString"", ""coordinates"": [[121.4306399, 25.1753663], [121.4302965, 25.1753857]]}",34.68087252214248,primary
"{""type"": ""LineString"", ""coordinates"": [[121.4302965, 25.1753857], [121.4297384, 25.1753446]]}",56.43960044858654,primary
"{""type"": ""LineString"", ""coordinates"": [[121.4297384, 25.1753446], [121.4294246, 25.1753485]]}",31.633550776319638,primary
"{""type"": ""LineString"", ""coordinates"": [[121.4294246, 25.1753485], [121.4291678, 25.1753776]]}",26.084995111866977,primary
"{""type"": ""LineString"", ""coordinates"": [[121.4291678, 25.1753776], [121.4289985, 25.1754068]]}",17.369001907707073,primary
"{""type"": ""LineString"", ""coordinates"": [[121.4289985, 25.1754068], [121.4286266, 25.1755093]]}",39.16857090154587,primary
"{""type"": ""LineString"", ""coordinates"": [[121.4388409, 25.1728496], [121.4389995, 25.1725825]]}",33.62899317976005,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4388409, 25.1728496], [121.4393068, 25.1726704]]}",50.985630194427046,primary
"{""type"": ""LineString"", ""coordinates"": [[121.4388409, 25.1728496], [121.438863, 25.1729114]]}",7.198763416201597,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4388409, 25.1728496], [121.438584, 25.1728492]]}",25.89575181746789,primary
"{""type"": ""LineString"", ""coordinates"": [[121.4389995, 25.1725825], [121.4390207, 25.1724658]]}",13.101965879567379,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4390207, 25.1724658], [121.4390505, 25.1725271]]}",7.424798051524245,service
"{""type"": ""LineString"", ""coordinates"": [[121.4390207, 25.1724658], [121.4390366, 25.1721678]]}",33.04747134270513,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4457527, 25.1683123], [121.4457681, 25.1682709]]}",4.841392915915748,service
"{""type"": ""LineString"", ""coordinates"": [[121.4457527, 25.1683123], [121.445176, 25.1686134]]}",67.02168532691803,primary
"{""type"": ""LineString"", ""coordinates"": [[121.4457527, 25.1683123], [121.4460343, 25.1681667]]}",32.6481296214031,primary
"{""type"": ""LineString"", ""coordinates"": [[121.4457681, 25.1682709], [121.4459505, 25.1680232]]}",33.028213412798294,service
"{""type"": ""LineString"", ""coordinates"": [[121.4459505, 25.1680232], [121.4461829, 25.1677859]]}",35.209797131380796,service
"{""type"": ""LineString"", ""coordinates"": [[121.4461829, 25.1677859], [121.4469717, 25.1672071]]}",102.14210724061174,service
"{""type"": ""LineString"", ""coordinates"": [[121.4469717, 25.1672071], [121.4470586, 25.1671526]]}",10.638637329814081,service
"{""type"": ""LineString"", ""coordinates"": [[121.4470586, 25.1671526], [121.4470476, 25.1671272]]}",3.0241137556878885,service
"{""type"": ""LineString"", ""coordinates"": [[121.4470586, 25.1671526], [121.4471511, 25.167176]]}",9.678052862826645,service
"{""type"": ""LineString"", ""coordinates"": [[121.4470586, 25.1671526], [121.4470785, 25.1672281]]}",8.600145102736228,service
"{""type"": ""LineString"", ""coordinates"": [[121.4459264, 25.1671763], [121.4465107, 25.1667319]]}",76.76189876827294,service
"{""type"": ""LineString"", ""coordinates"": [[121.4459264, 25.1671763], [121.4446805, 25.1680998]]}",161.98012621880832,service
"{""type"": ""LineString"", ""coordinates"": [[121.4465107, 25.1667319], [121.4465846, 25.166688]]}",8.896149485964184,service
"{""type"": ""LineString"", ""coordinates"": [[121.4465107, 25.1667319], [121.4464721, 25.1666996]]}",5.28594344440569,service
"{""type"": ""LineString"", ""coordinates"": [[121.4465846, 25.166688], [121.4466516, 25.1666853]]}",6.7606142998342245,service
"{""type"": ""LineString"", ""coordinates"": [[121.4466516, 25.1666853], [121.4466979, 25.1666973]]}",4.852896140131411,service
"{""type"": ""LineString"", ""coordinates"": [[121.4466979, 25.1666973], [121.4467618, 25.1667342]]}",7.628822657555877,service
"{""type"": ""LineString"", ""coordinates"": [[121.4466979, 25.1666973], [121.4467019, 25.1665976]]}",11.050835643065898,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4467618, 25.1667342], [121.4469625, 25.1669633]]}",32.45460304334372,service
"{""type"": ""LineString"", ""coordinates"": [[121.4469625, 25.1669633], [121.4470437, 25.1670686]]}",14.24937476351027,service
"{""type"": ""LineString"", ""coordinates"": [[121.4469625, 25.1669633], [121.4470139, 25.1669237]]}",6.7887656456964915,service
"{""type"": ""LineString"", ""coordinates"": [[121.4470437, 25.1670686], [121.4470476, 25.1671272]]}",6.502845818710672,service
"{""type"": ""LineString"", ""coordinates"": [[121.4470437, 25.1670686], [121.4470982, 25.1670302]]}",6.9480134953920425,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4470437, 25.1670686], [121.4469754, 25.1671213]]}",9.02657447685094,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4470476, 25.1671272], [121.4469754, 25.1671213]]}",7.307443117371422,service
"{""type"": ""LineString"", ""coordinates"": [[121.4446369, 25.1801855], [121.4442547, 25.1801666]]}",38.580611590083336,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4446369, 25.1801855], [121.4447124, 25.1805567]]}",41.815110692166,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4446369, 25.1801855], [121.444583, 25.1798639]]}",36.034647110879554,tertiary
"{""type"": ""LineString"", ""coordinates"": [[121.4442547, 25.1801666], [121.4438655, 25.1800815]]}",40.345963278987554,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4438655, 25.1800815], [121.4438543, 25.1801994]]}",13.108159170377188,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4438655, 25.1800815], [121.4436241, 25.1799371]]}",29.118281676481814,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4361491, 25.1810224], [121.4361632, 25.1809072]]}",12.83927548817665,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4361491, 25.1810224], [121.4362671, 25.1810463]]}",12.18475599088891,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4361491, 25.1810224], [121.4359024, 25.1810774]]}",25.60129993310789,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4361632, 25.1809072], [121.4362005, 25.1807699]]}",15.666143629034217,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4362005, 25.1807699], [121.4361947, 25.1806748]]}",10.550165552850006,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4361947, 25.1806748], [121.4361503, 25.1805808]]}",11.33314169236322,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4361503, 25.1805808], [121.4361363, 25.1805311]]}",5.683105590908879,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4361503, 25.1805808], [121.4367607, 25.1807222]]}",63.4871650405815,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4361363, 25.1805311], [121.436134, 25.1804307]]}",11.123437477583142,residential
"{""type"": ""LineString"", ""coordinates"": [[121.436134, 25.1804307], [121.4361573, 25.1799035]]}",58.44364257994759,residential
"{""type"": ""LineString"", ""coordinates"": [[121.436134, 25.1804307], [121.4374357, 25.1807477]]}",135.82132777707903,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4361573, 25.1799035], [121.4362379, 25.1797387]]}",19.98060602917378,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4362379, 25.1797387], [121.4363832, 25.179532]]}",27.179011614786788,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4363832, 25.179532], [121.4364864, 25.1793411]]}",23.565505896568265,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4363832, 25.179532], [121.4366802, 25.1796967]]}",35.057006115180826,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4364864, 25.1793411], [121.4365756, 25.17917]]}",20.97677989323477,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4365756, 25.17917], [121.436638, 25.1790474]]}",14.965874230179487,residential
"{""type"": ""LineString"", ""coordinates"": [[121.436638, 25.1790474], [121.4366477, 25.1790321]]}",1.956544337822431,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4366477, 25.1790321], [121.4367419, 25.1788835]]}",19.002253438709925,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4366477, 25.1790321], [121.436626, 25.1790253]]}",2.313323554735558,service
"{""type"": ""LineString"", ""coordinates"": [[121.4367419, 25.1788835], [121.4367585, 25.1788585]]}",3.235425724526197,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4367419, 25.1788835], [121.4372917, 25.1791015]]}",60.44985200129531,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4367585, 25.1788585], [121.4369176, 25.178619]]}",30.99914104178278,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4367585, 25.1788585], [121.4367421, 25.1788502]]}",1.8915109551150528,footway
"{""type"": ""LineString"", ""coordinates"": [[121.4369176, 25.178619], [121.4370611, 25.1784045]]}",27.81600821982834,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4370611, 25.1784045], [121.4371483, 25.1782963]]}",14.86251567261649,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4370611, 25.1784045], [121.4384827, 25.1793228]]}",175.72376442803,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4371483, 25.1782963], [121.4372263, 25.1782094]]}",12.42844237308607,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4372263, 25.1782094], [121.437407, 25.1779862]]}",30.708050469555104,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4372263, 25.1782094], [121.4376853, 25.1784869]]}",55.54557015860765,residential
"{""type"": ""LineString"", ""coordinates"": [[121.437407, 25.1779862], [121.4375901, 25.1777791]]}",29.44242484188732,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4375901, 25.1777791], [121.4377786, 25.1775837]]}",28.80044242458488,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4377786, 25.1775837], [121.4385658, 25.1783532]]}",116.45174911927617,residential
"{""type"": ""LineString"", ""coordinates"": [[121.4377786, 25.1775837], [121.4380681, 25.1772248]]}",49.31451146724022,residential
"{""type"": ""LineString"", ""coordinates"": [[121.438676, 25.171479], [121.4385739, 25.1715863]]}",15.722053933411658,unclassified
"{""type"": ""LineString"", ""coordinates"": [[121.438676, 25.171479], [121.4388932, 25.1716115]]}",26.35825640886126,residential
